cycle,Writes,Reads,Hits,Misses,Was hit,Was miss,Writebacks,Access count
4765,122,303,375,50,1,0,122,425
4778,122,304,376,50,1,0,122,426
4783,122,305,377,50,1,0,122,427
4794,123,305,378,50,1,0,123,428
4817,123,306,379,50,1,0,123,429
4822,123,307,380,50,1,0,123,430
4835,123,308,381,50,1,0,123,431
4840,123,309,382,50,1,0,123,432
4853,123,310,383,50,1,0,123,433
4858,123,311,384,50,1,0,123,434
4871,123,312,385,50,1,0,123,435
4876,123,313,386,50,1,0,123,436
4889,123,314,387,50,1,0,123,437
4894,123,315,388,50,1,0,123,438
4905,124,315,389,50,1,0,124,439
4919,124,316,390,50,1,0,124,440
4924,124,317,391,50,1,0,124,441
4937,124,318,392,50,1,0,124,442
4942,124,319,393,50,1,0,124,443
4955,124,320,394,50,1,0,124,444
4960,124,321,395,50,1,0,124,445
4973,124,322,396,50,1,0,124,446
4978,124,323,397,50,1,0,124,447
4991,124,324,398,50,1,0,124,448
4996,124,325,399,50,1,0,124,449
5007,125,325,400,50,1,0,125,450
5021,125,326,401,50,1,0,125,451
5026,125,327,402,50,1,0,125,452
5039,125,328,403,50,1,0,125,453
5044,125,329,404,50,1,0,125,454
5057,125,330,405,50,1,0,125,455
5062,125,331,406,50,1,0,125,456
5075,125,332,407,50,1,0,125,457
5080,125,333,408,50,1,0,125,458
5093,125,334,409,50,1,0,125,459
5098,125,335,410,50,1,0,125,460
5109,126,335,411,50,1,0,126,461
5123,126,336,412,50,1,0,126,462
5128,126,337,413,50,1,0,126,463
5141,126,338,414,50,1,0,126,464
5146,126,339,415,50,1,0,126,465
5159,126,340,416,50,1,0,126,466
5164,126,341,417,50,1,0,126,467
5177,126,342,418,50,1,0,126,468
5182,126,343,419,50,1,0,126,469
5195,126,344,420,50,1,0,126,470
5200,126,345,421,50,1,0,126,471
5211,127,345,422,50,1,0,127,472
5225,127,346,423,50,1,0,127,473
5230,127,347,424,50,1,0,127,474
5243,127,348,425,50,1,0,127,475
5248,127,349,426,50,1,0,127,476
5261,127,350,427,50,1,0,127,477
5266,127,351,428,50,1,0,127,478
5279,127,352,429,50,1,0,127,479
5284,127,353,430,50,1,0,127,480
5297,127,354,431,50,1,0,127,481
5302,127,355,432,50,1,0,127,482
5313,128,355,433,50,1,0,128,483
5327,128,356,434,50,1,0,128,484
5332,128,357,435,50,1,0,128,485
5345,128,358,436,50,1,0,128,486
5350,128,359,437,50,1,0,128,487
5363,128,360,438,50,1,0,128,488
5368,128,361,439,50,1,0,128,489
5381,128,362,440,50,1,0,128,490
5386,128,363,441,50,1,0,128,491
5399,128,364,442,50,1,0,128,492
5404,128,365,443,50,1,0,128,493
5415,129,365,444,50,1,0,129,494
5438,129,366,445,50,1,0,129,495
5443,129,367,446,50,1,0,129,496
5456,129,368,447,50,1,0,129,497
5461,129,369,448,50,1,0,129,498
5474,129,370,449,50,1,0,129,499
5479,129,371,450,50,1,0,129,500
5492,129,372,451,50,1,0,129,501
5497,129,373,452,50,1,0,129,502
5510,129,374,453,50,1,0,129,503
5515,129,375,454,50,1,0,129,504
5526,130,375,455,50,1,0,130,505
5540,130,376,456,50,1,0,130,506
5545,130,377,457,50,1,0,130,507
5558,130,378,458,50,1,0,130,508
5563,130,379,459,50,1,0,130,509
5576,130,380,460,50,1,0,130,510
5581,130,381,461,50,1,0,130,511
5594,130,382,462,50,1,0,130,512
5599,130,383,463,50,1,0,130,513
5612,130,384,464,50,1,0,130,514
5617,130,385,465,50,1,0,130,515
5628,131,385,466,50,1,0,131,516
5642,131,386,467,50,1,0,131,517
5647,131,387,468,50,1,0,131,518
5660,131,388,469,50,1,0,131,519
5665,131,389,470,50,1,0,131,520
5678,131,390,471,50,1,0,131,521
5683,131,391,472,50,1,0,131,522
5696,131,392,473,50,1,0,131,523
5701,131,393,474,50,1,0,131,524
5714,131,394,475,50,1,0,131,525
5719,131,395,476,50,1,0,131,526
5730,132,395,477,50,1,0,132,527
5744,132,396,478,50,1,0,132,528
5749,132,397,479,50,1,0,132,529
5762,132,398,480,50,1,0,132,530
5767,132,399,481,50,1,0,132,531
5780,132,400,482,50,1,0,132,532
5785,132,401,483,50,1,0,132,533
5798,132,402,484,50,1,0,132,534
5803,132,403,485,50,1,0,132,535
5816,132,404,486,50,1,0,132,536
5821,132,405,487,50,1,0,132,537
5832,133,405,488,50,1,0,133,538
5846,133,406,489,50,1,0,133,539
5851,133,407,490,50,1,0,133,540
5864,133,408,491,50,1,0,133,541
5869,133,409,492,50,1,0,133,542
5882,133,410,493,50,1,0,133,543
5887,133,411,494,50,1,0,133,544
5900,133,412,495,50,1,0,133,545
5905,133,413,496,50,1,0,133,546
5918,133,414,497,50,1,0,133,547
5923,133,415,498,50,1,0,133,548
5934,134,415,499,50,1,0,134,549
5948,134,416,500,50,1,0,134,550
5953,134,417,501,50,1,0,134,551
5966,134,418,502,50,1,0,134,552
5971,134,419,503,50,1,0,134,553
5984,134,420,504,50,1,0,134,554
5989,134,421,505,50,1,0,134,555
6002,134,422,506,50,1,0,134,556
6007,134,423,507,50,1,0,134,557
6020,134,424,508,50,1,0,134,558
6025,134,425,509,50,1,0,134,559
6036,135,425,510,50,1,0,135,560
6064,135,426,511,50,1,0,135,561
6075,135,427,512,50,1,0,135,562
6097,135,428,513,50,1,0,135,563
6119,135,429,514,50,1,0,135,564
6141,135,430,515,50,1,0,135,565
6163,135,431,516,50,1,0,135,566
6185,135,432,517,50,1,0,135,567
6211,135,433,518,50,1,0,135,568
6233,135,434,519,50,1,0,135,569
6255,135,435,520,50,1,0,135,570
6277,135,436,521,50,1,0,135,571
6299,135,437,522,50,1,0,135,572
6321,135,438,523,50,1,0,135,573
6347,135,439,524,50,1,0,135,574
6369,135,440,525,50,1,0,135,575
6391,135,441,526,50,1,0,135,576
6413,135,442,527,50,1,0,135,577
6435,135,443,528,50,1,0,135,578
6457,135,444,529,50,1,0,135,579
6483,135,445,530,50,1,0,135,580
6505,135,446,531,50,1,0,135,581
6527,135,447,532,50,1,0,135,582
6549,135,448,533,50,1,0,135,583
6571,135,449,534,50,1,0,135,584
6593,135,450,535,50,1,0,135,585
6619,135,451,536,50,1,0,135,586
6641,135,452,537,50,1,0,135,587
6663,135,453,538,50,1,0,135,588
6685,135,454,539,50,1,0,135,589
6707,135,455,540,50,1,0,135,590
6729,135,456,541,50,1,0,135,591
6755,135,457,542,50,1,0,135,592
6777,135,458,543,50,1,0,135,593
6799,135,459,544,50,1,0,135,594
6821,135,460,545,50,1,0,135,595
6843,135,461,546,50,1,0,135,596
6865,135,462,547,50,1,0,135,597
