cycle,Writes,Reads,Hits,Misses,Was hit,Was miss,Writebacks,Access count
4765,122,303,343,82,1,0,122,425
4778,122,304,344,82,1,0,122,426
4783,122,305,345,82,1,0,122,427
4794,123,305,345,83,0,1,123,428
4817,123,306,345,84,0,1,123,429
4822,123,307,346,84,1,0,123,430
4835,123,308,347,84,1,0,123,431
4840,123,309,348,84,1,0,123,432
4853,123,310,349,84,1,0,123,433
4858,123,311,350,84,1,0,123,434
4871,123,312,351,84,1,0,123,435
4876,123,313,352,84,1,0,123,436
4889,123,314,353,84,1,0,123,437
4894,123,315,354,84,1,0,123,438
4905,124,315,354,85,0,1,124,439
4919,124,316,355,85,1,0,124,440
4924,124,317,356,85,1,0,124,441
4937,124,318,357,85,1,0,124,442
4942,124,319,358,85,1,0,124,443
4955,124,320,358,86,0,1,124,444
4960,124,321,359,86,1,0,124,445
4973,124,322,360,86,1,0,124,446
4978,124,323,361,86,1,0,124,447
4991,124,324,362,86,1,0,124,448
4996,124,325,363,86,1,0,124,449
5007,125,325,363,87,0,1,125,450
5021,125,326,364,87,1,0,125,451
5026,125,327,365,87,1,0,125,452
5039,125,328,366,87,1,0,125,453
5044,125,329,367,87,1,0,125,454
5057,125,330,367,88,0,1,125,455
5062,125,331,368,88,1,0,125,456
5075,125,332,369,88,1,0,125,457
5080,125,333,370,88,1,0,125,458
5093,125,334,371,88,1,0,125,459
5098,125,335,372,88,1,0,125,460
5109,126,335,372,89,0,1,126,461
5123,126,336,373,89,1,0,126,462
5128,126,337,374,89,1,0,126,463
5141,126,338,375,89,1,0,126,464
5146,126,339,376,89,1,0,126,465
5159,126,340,376,90,0,1,126,466
5164,126,341,377,90,1,0,126,467
5177,126,342,378,90,1,0,126,468
5182,126,343,379,90,1,0,126,469
5195,126,344,380,90,1,0,126,470
5200,126,345,381,90,1,0,126,471
5211,127,345,381,91,0,1,127,472
5225,127,346,382,91,1,0,127,473
5230,127,347,383,91,1,0,127,474
5243,127,348,384,91,1,0,127,475
5248,127,349,385,91,1,0,127,476
5261,127,350,385,92,0,1,127,477
5266,127,351,386,92,1,0,127,478
5279,127,352,387,92,1,0,127,479
5284,127,353,388,92,1,0,127,480
5297,127,354,389,92,1,0,127,481
5302,127,355,390,92,1,0,127,482
5313,128,355,390,93,0,1,128,483
5327,128,356,391,93,1,0,128,484
5332,128,357,392,93,1,0,128,485
5345,128,358,393,93,1,0,128,486
5350,128,359,394,93,1,0,128,487
5363,128,360,395,93,1,0,128,488
5368,128,361,396,93,1,0,128,489
5381,128,362,397,93,1,0,128,490
5386,128,363,398,93,1,0,128,491
5399,128,364,399,93,1,0,128,492
5404,128,365,400,93,1,0,128,493
5415,129,365,401,93,1,0,129,494
5438,129,366,402,93,1,0,129,495
5443,129,367,403,93,1,0,129,496
5456,129,368,403,94,0,1,129,497
5461,129,369,404,94,1,0,129,498
5474,129,370,405,94,1,0,129,499
5479,129,371,406,94,1,0,129,500
5492,129,372,407,94,1,0,129,501
5497,129,373,408,94,1,0,129,502
5510,129,374,409,94,1,0,129,503
5515,129,375,410,94,1,0,129,504
5526,130,375,410,95,0,1,130,505
5540,130,376,411,95,1,0,130,506
5545,130,377,412,95,1,0,130,507
5558,130,378,412,96,0,1,130,508
5563,130,379,413,96,1,0,130,509
5576,130,380,414,96,1,0,130,510
5581,130,381,415,96,1,0,130,511
5594,130,382,416,96,1,0,130,512
5599,130,383,417,96,1,0,130,513
5612,130,384,418,96,1,0,130,514
5617,130,385,419,96,1,0,130,515
5628,131,385,419,97,0,1,131,516
5642,131,386,420,97,1,0,131,517
5647,131,387,421,97,1,0,131,518
5660,131,388,421,98,0,1,131,519
5665,131,389,422,98,1,0,131,520
5678,131,390,423,98,1,0,131,521
5683,131,391,424,98,1,0,131,522
5696,131,392,425,98,1,0,131,523
5701,131,393,426,98,1,0,131,524
5714,131,394,427,98,1,0,131,525
5719,131,395,428,98,1,0,131,526
5730,132,395,429,98,1,0,132,527
5744,132,396,430,98,1,0,132,528
5749,132,397,431,98,1,0,132,529
5762,132,398,432,98,1,0,132,530
5767,132,399,433,98,1,0,132,531
5780,132,400,434,98,1,0,132,532
5785,132,401,435,98,1,0,132,533
5798,132,402,436,98,1,0,132,534
5803,132,403,437,98,1,0,132,535
5816,132,404,438,98,1,0,132,536
5821,132,405,439,98,1,0,132,537
5832,133,405,440,98,1,0,133,538
5846,133,406,441,98,1,0,133,539
5851,133,407,442,98,1,0,133,540
5864,133,408,443,98,1,0,133,541
5869,133,409,444,98,1,0,133,542
5882,133,410,445,98,1,0,133,543
5887,133,411,446,98,1,0,133,544
5900,133,412,447,98,1,0,133,545
5905,133,413,448,98,1,0,133,546
5918,133,414,449,98,1,0,133,547
5923,133,415,450,98,1,0,133,548
5934,134,415,451,98,1,0,134,549
5948,134,416,452,98,1,0,134,550
5953,134,417,453,98,1,0,134,551
5966,134,418,454,98,1,0,134,552
5971,134,419,455,98,1,0,134,553
5984,134,420,456,98,1,0,134,554
5989,134,421,457,98,1,0,134,555
6002,134,422,458,98,1,0,134,556
6007,134,423,459,98,1,0,134,557
6020,134,424,460,98,1,0,134,558
6025,134,425,461,98,1,0,134,559
6036,135,425,462,98,1,0,135,560
6064,135,426,462,99,0,1,135,561
6075,135,427,462,100,0,1,135,562
6097,135,428,463,100,1,0,135,563
6119,135,429,464,100,1,0,135,564
6141,135,430,465,100,1,0,135,565
6163,135,431,465,101,0,1,135,566
6185,135,432,466,101,1,0,135,567
6211,135,433,467,101,1,0,135,568
6233,135,434,468,101,1,0,135,569
6255,135,435,469,101,1,0,135,570
6277,135,436,470,101,1,0,135,571
6299,135,437,471,101,1,0,135,572
6321,135,438,472,101,1,0,135,573
6347,135,439,472,102,0,1,135,574
6369,135,440,473,102,1,0,135,575
6391,135,441,474,102,1,0,135,576
6413,135,442,475,102,1,0,135,577
6435,135,443,475,103,0,1,135,578
6457,135,444,476,103,1,0,135,579
6483,135,445,477,103,1,0,135,580
6505,135,446,478,103,1,0,135,581
6527,135,447,478,104,0,1,135,582
6549,135,448,479,104,1,0,135,583
6571,135,449,480,104,1,0,135,584
6593,135,450,481,104,1,0,135,585
6619,135,451,481,105,0,1,135,586
6641,135,452,482,105,1,0,135,587
6663,135,453,483,105,1,0,135,588
6685,135,454,484,105,1,0,135,589
6707,135,455,484,106,0,1,135,590
6729,135,456,485,106,1,0,135,591
6755,135,457,486,106,1,0,135,592
6777,135,458,487,106,1,0,135,593
6799,135,459,488,106,1,0,135,594
6821,135,460,489,106,1,0,135,595
6843,135,461,490,106,1,0,135,596
6865,135,462,491,106,1,0,135,597
